CORREO, NOMBRECONSUMIDOR, PUNTOS
persona1922@persona.com,Persona1922,96940
persona1923@persona.com,Persona1923,22826
persona1924@persona.com,Persona1924,79895
empresa1925@empresa.com,Empresa1925,2771
persona1926@persona.com,Persona1926,72941
persona1927@persona.com,Persona1927,94798
persona1928@persona.com,Persona1928,33995
persona1929@persona.com,Persona1929,81982
persona1930@persona.com,Persona1930,22630
persona1931@persona.com,Persona1931,57104
empresa1932@empresa.com,Empresa1932,32707
persona1933@persona.com,Persona1933,94843
persona1934@persona.com,Persona1934,43997
persona1935@persona.com,Persona1935,12586
persona1936@persona.com,Persona1936,70095
persona1937@persona.com,Persona1937,41515
persona1938@persona.com,Persona1938,50556
empresa1939@empresa.com,Empresa1939,13163
persona1940@persona.com,Persona1940,78169
persona1941@persona.com,Persona1941,80335
persona1942@persona.com,Persona1942,9861
persona1943@persona.com,Persona1943,34231
persona1944@persona.com,Persona1944,32359
persona1945@persona.com,Persona1945,59107
empresa1946@empresa.com,Empresa1946,42562
persona1947@persona.com,Persona1947,79317
persona1948@persona.com,Persona1948,70332
persona1949@persona.com,Persona1949,12692
persona1950@persona.com,Persona1950,52922
persona1951@persona.com,Persona1951,68921
persona1952@persona.com,Persona1952,70590
empresa1953@empresa.com,Empresa1953,63935
persona1954@persona.com,Persona1954,38112
persona1955@persona.com,Persona1955,57294
persona1956@persona.com,Persona1956,72786
persona1957@persona.com,Persona1957,86696
persona1958@persona.com,Persona1958,64582
persona1959@persona.com,Persona1959,71391
empresa1960@empresa.com,Empresa1960,4547
persona1961@persona.com,Persona1961,21972
persona1962@persona.com,Persona1962,88815
persona1963@persona.com,Persona1963,82178
persona1964@persona.com,Persona1964,2946
persona1965@persona.com,Persona1965,15395
persona1966@persona.com,Persona1966,38753
empresa1967@empresa.com,Empresa1967,18241
persona1968@persona.com,Persona1968,20712
persona1969@persona.com,Persona1969,26157
persona1970@persona.com,Persona1970,40281
persona1971@persona.com,Persona1971,46567
persona1972@persona.com,Persona1972,57590
persona1973@persona.com,Persona1973,41784
empresa1974@empresa.com,Empresa1974,71993
persona1975@persona.com,Persona1975,18148
persona1976@persona.com,Persona1976,40765
persona1977@persona.com,Persona1977,47123
persona1978@persona.com,Persona1978,69244
persona1979@persona.com,Persona1979,11165
persona1980@persona.com,Persona1980,33210
empresa1981@empresa.com,Empresa1981,65202
persona1982@persona.com,Persona1982,74634
persona1983@persona.com,Persona1983,46899
persona1984@persona.com,Persona1984,80377
persona1985@persona.com,Persona1985,32583
persona1986@persona.com,Persona1986,5799
persona1987@persona.com,Persona1987,62606
empresa1988@empresa.com,Empresa1988,84666
persona1989@persona.com,Persona1989,76153
persona1990@persona.com,Persona1990,48582
persona1991@persona.com,Persona1991,68133
persona1992@persona.com,Persona1992,38353
persona1993@persona.com,Persona1993,31236
persona1994@persona.com,Persona1994,73084
empresa1995@empresa.com,Empresa1995,58637
persona1996@persona.com,Persona1996,86663
persona1997@persona.com,Persona1997,44685
persona1998@persona.com,Persona1998,73007
persona1999@persona.com,Persona1999,38300
persona2000@persona.com,Persona2000,87327
persona2001@persona.com,Persona2001,93055
empresa2002@empresa.com,Empresa2002,32716
persona2003@persona.com,Persona2003,85944
persona2004@persona.com,Persona2004,8627
persona2005@persona.com,Persona2005,73383
persona2006@persona.com,Persona2006,77367
persona2007@persona.com,Persona2007,29345
persona2008@persona.com,Persona2008,48987
empresa2009@empresa.com,Empresa2009,94312
persona2010@persona.com,Persona2010,64637
persona2011@persona.com,Persona2011,42424
persona2012@persona.com,Persona2012,10511
persona2013@persona.com,Persona2013,11388
persona2014@persona.com,Persona2014,33574
persona2015@persona.com,Persona2015,54411
empresa2016@empresa.com,Empresa2016,9925
persona2017@persona.com,Persona2017,24265
persona2018@persona.com,Persona2018,27111
persona2019@persona.com,Persona2019,83902
persona2020@persona.com,Persona2020,3508
persona2021@persona.com,Persona2021,22523
persona2022@persona.com,Persona2022,71347
empresa2023@empresa.com,Empresa2023,12663
persona2024@persona.com,Persona2024,57721
persona2025@persona.com,Persona2025,40451
persona2026@persona.com,Persona2026,12017
persona2027@persona.com,Persona2027,57701
persona2028@persona.com,Persona2028,55958
persona2029@persona.com,Persona2029,97900
empresa2030@empresa.com,Empresa2030,7305
persona2031@persona.com,Persona2031,88110
persona2032@persona.com,Persona2032,65912
persona2033@persona.com,Persona2033,57269
persona2034@persona.com,Persona2034,15865
persona2035@persona.com,Persona2035,51284
persona2036@persona.com,Persona2036,77426
empresa2037@empresa.com,Empresa2037,78000
persona2038@persona.com,Persona2038,51940
persona2039@persona.com,Persona2039,9252
persona2040@persona.com,Persona2040,36421
persona2041@persona.com,Persona2041,52791
persona2042@persona.com,Persona2042,72393
persona2043@persona.com,Persona2043,70011
empresa2044@empresa.com,Empresa2044,9729
persona2045@persona.com,Persona2045,4325
persona2046@persona.com,Persona2046,97425
persona2047@persona.com,Persona2047,82196
persona2048@persona.com,Persona2048,1477
persona2049@persona.com,Persona2049,37720
persona2050@persona.com,Persona2050,6882
empresa2051@empresa.com,Empresa2051,55986
persona2052@persona.com,Persona2052,56514
persona2053@persona.com,Persona2053,60065
persona2054@persona.com,Persona2054,11377
persona2055@persona.com,Persona2055,4807
persona2056@persona.com,Persona2056,30366
persona2057@persona.com,Persona2057,59461
empresa2058@empresa.com,Empresa2058,34932
persona2059@persona.com,Persona2059,45439
persona2060@persona.com,Persona2060,96852
persona2061@persona.com,Persona2061,21236
persona2062@persona.com,Persona2062,85493
persona2063@persona.com,Persona2063,76748
persona2064@persona.com,Persona2064,30520
empresa2065@empresa.com,Empresa2065,16547
persona2066@persona.com,Persona2066,84355
persona2067@persona.com,Persona2067,3022
persona2068@persona.com,Persona2068,56056
persona2069@persona.com,Persona2069,22440
persona2070@persona.com,Persona2070,82627
persona2071@persona.com,Persona2071,12990
empresa2072@empresa.com,Empresa2072,74942
persona2073@persona.com,Persona2073,50610
persona2074@persona.com,Persona2074,19331
persona2075@persona.com,Persona2075,72920
persona2076@persona.com,Persona2076,43923
persona2077@persona.com,Persona2077,90146
persona2078@persona.com,Persona2078,41583
empresa2079@empresa.com,Empresa2079,53283
persona2080@persona.com,Persona2080,11806
persona2081@persona.com,Persona2081,75881
persona2082@persona.com,Persona2082,13917
persona2083@persona.com,Persona2083,78175
persona2084@persona.com,Persona2084,41481
persona2085@persona.com,Persona2085,45728
empresa2086@empresa.com,Empresa2086,84258
persona2087@persona.com,Persona2087,46761
persona2088@persona.com,Persona2088,99652
persona2089@persona.com,Persona2089,28926
persona2090@persona.com,Persona2090,38344
persona2091@persona.com,Persona2091,22157
persona2092@persona.com,Persona2092,50403
empresa2093@empresa.com,Empresa2093,87066
persona2094@persona.com,Persona2094,5079
persona2095@persona.com,Persona2095,97481
persona2096@persona.com,Persona2096,74882
persona2097@persona.com,Persona2097,40477
persona2098@persona.com,Persona2098,31119
persona2099@persona.com,Persona2099,10266
empresa2100@empresa.com,Empresa2100,78569
persona2101@persona.com,Persona2101,4930
persona2102@persona.com,Persona2102,1848
persona2103@persona.com,Persona2103,68134
persona2104@persona.com,Persona2104,72651
persona2105@persona.com,Persona2105,64622
persona2106@persona.com,Persona2106,78481
empresa2107@empresa.com,Empresa2107,26405
persona2108@persona.com,Persona2108,48040
persona2109@persona.com,Persona2109,19526
persona2110@persona.com,Persona2110,49509
persona2111@persona.com,Persona2111,39788
persona2112@persona.com,Persona2112,81587
persona2113@persona.com,Persona2113,97713
empresa2114@empresa.com,Empresa2114,75195
persona2115@persona.com,Persona2115,69527
persona2116@persona.com,Persona2116,43149
persona2117@persona.com,Persona2117,33483
persona2118@persona.com,Persona2118,29644
persona2119@persona.com,Persona2119,76883
persona2120@persona.com,Persona2120,30128
empresa2121@empresa.com,Empresa2121,75330
persona2122@persona.com,Persona2122,87504
persona2123@persona.com,Persona2123,17573
persona2124@persona.com,Persona2124,6984
persona2125@persona.com,Persona2125,19153
persona2126@persona.com,Persona2126,72337
persona2127@persona.com,Persona2127,50074
empresa2128@empresa.com,Empresa2128,24891
persona2129@persona.com,Persona2129,22039
persona2130@persona.com,Persona2130,14177
persona2131@persona.com,Persona2131,19372
persona2132@persona.com,Persona2132,58506
persona2133@persona.com,Persona2133,82771
persona2134@persona.com,Persona2134,96040
empresa2135@empresa.com,Empresa2135,89742
persona2136@persona.com,Persona2136,58543
persona2137@persona.com,Persona2137,65726
persona2138@persona.com,Persona2138,93621
persona2139@persona.com,Persona2139,88117
persona2140@persona.com,Persona2140,21190
persona2141@persona.com,Persona2141,29317
empresa2142@empresa.com,Empresa2142,7093
persona2143@persona.com,Persona2143,29635
persona2144@persona.com,Persona2144,61033
persona2145@persona.com,Persona2145,63106
persona2146@persona.com,Persona2146,52578
persona2147@persona.com,Persona2147,77104
persona2148@persona.com,Persona2148,41779
empresa2149@empresa.com,Empresa2149,14326
persona2150@persona.com,Persona2150,22034
persona2151@persona.com,Persona2151,75959
persona2152@persona.com,Persona2152,30310
persona2153@persona.com,Persona2153,70917
persona2154@persona.com,Persona2154,52241
persona2155@persona.com,Persona2155,83578
empresa2156@empresa.com,Empresa2156,30119
persona2157@persona.com,Persona2157,89742
persona2158@persona.com,Persona2158,16681
persona2159@persona.com,Persona2159,27315
persona2160@persona.com,Persona2160,98375
persona2161@persona.com,Persona2161,17029
persona2162@persona.com,Persona2162,58589
empresa2163@empresa.com,Empresa2163,11865
persona2164@persona.com,Persona2164,87645
persona2165@persona.com,Persona2165,14542
persona2166@persona.com,Persona2166,23349
persona2167@persona.com,Persona2167,58923
persona2168@persona.com,Persona2168,48047
persona2169@persona.com,Persona2169,25496
empresa2170@empresa.com,Empresa2170,59988
persona2171@persona.com,Persona2171,91132
persona2172@persona.com,Persona2172,81968
persona2173@persona.com,Persona2173,66964
persona2174@persona.com,Persona2174,25317
persona2175@persona.com,Persona2175,83131
persona2176@persona.com,Persona2176,86435
empresa2177@empresa.com,Empresa2177,73041
persona2178@persona.com,Persona2178,74644
persona2179@persona.com,Persona2179,60829
persona2180@persona.com,Persona2180,6717
persona2181@persona.com,Persona2181,7158
persona2182@persona.com,Persona2182,67321
persona2183@persona.com,Persona2183,93449
empresa2184@empresa.com,Empresa2184,96425
persona2185@persona.com,Persona2185,66171
persona2186@persona.com,Persona2186,17039
persona2187@persona.com,Persona2187,24544
persona2188@persona.com,Persona2188,82533
persona2189@persona.com,Persona2189,32228
persona2190@persona.com,Persona2190,91650
empresa2191@empresa.com,Empresa2191,51624
persona2192@persona.com,Persona2192,82921
persona2193@persona.com,Persona2193,7514
persona2194@persona.com,Persona2194,6471
persona2195@persona.com,Persona2195,79059
persona2196@persona.com,Persona2196,59848
persona2197@persona.com,Persona2197,29768
empresa2198@empresa.com,Empresa2198,37061
persona2199@persona.com,Persona2199,70256
persona2200@persona.com,Persona2200,13006
persona2201@persona.com,Persona2201,46127
persona2202@persona.com,Persona2202,35665
persona2203@persona.com,Persona2203,90702
persona2204@persona.com,Persona2204,17034
empresa2205@empresa.com,Empresa2205,34118
persona2206@persona.com,Persona2206,85849
persona2207@persona.com,Persona2207,19336
persona2208@persona.com,Persona2208,82150
persona2209@persona.com,Persona2209,90226
persona2210@persona.com,Persona2210,18326
persona2211@persona.com,Persona2211,51506
empresa2212@empresa.com,Empresa2212,98545
persona2213@persona.com,Persona2213,62494
persona2214@persona.com,Persona2214,86660
persona2215@persona.com,Persona2215,46207
persona2216@persona.com,Persona2216,47869
persona2217@persona.com,Persona2217,43575
persona2218@persona.com,Persona2218,9069
empresa2219@empresa.com,Empresa2219,10764
persona2220@persona.com,Persona2220,61636
persona2221@persona.com,Persona2221,74759
persona2222@persona.com,Persona2222,84225
persona2223@persona.com,Persona2223,73996
persona2224@persona.com,Persona2224,30181
persona2225@persona.com,Persona2225,89644
empresa2226@empresa.com,Empresa2226,98402
persona2227@persona.com,Persona2227,87920
persona2228@persona.com,Persona2228,5197
persona2229@persona.com,Persona2229,11251
persona2230@persona.com,Persona2230,85500
persona2231@persona.com,Persona2231,44626
persona2232@persona.com,Persona2232,19953
empresa2233@empresa.com,Empresa2233,35414
persona2234@persona.com,Persona2234,87122
persona2235@persona.com,Persona2235,83295
persona2236@persona.com,Persona2236,93688
persona2237@persona.com,Persona2237,56688
persona2238@persona.com,Persona2238,467
persona2239@persona.com,Persona2239,45120
empresa2240@empresa.com,Empresa2240,78901
persona2241@persona.com,Persona2241,14745
persona2242@persona.com,Persona2242,47564
persona2243@persona.com,Persona2243,85443
persona2244@persona.com,Persona2244,23505
persona2245@persona.com,Persona2245,90019
persona2246@persona.com,Persona2246,53399
empresa2247@empresa.com,Empresa2247,35275
persona2248@persona.com,Persona2248,65383
persona2249@persona.com,Persona2249,58383
persona2250@persona.com,Persona2250,2352
persona2251@persona.com,Persona2251,76592
persona2252@persona.com,Persona2252,77481
persona2253@persona.com,Persona2253,74956
empresa2254@empresa.com,Empresa2254,59816
persona2255@persona.com,Persona2255,23027
persona2256@persona.com,Persona2256,929
persona2257@persona.com,Persona2257,18189
persona2258@persona.com,Persona2258,2899
persona2259@persona.com,Persona2259,78083
persona2260@persona.com,Persona2260,63697
empresa2261@empresa.com,Empresa2261,23110
persona2262@persona.com,Persona2262,84957
persona2263@persona.com,Persona2263,43621
persona2264@persona.com,Persona2264,21884
persona2265@persona.com,Persona2265,72355
persona2266@persona.com,Persona2266,85561
persona2267@persona.com,Persona2267,34084
empresa2268@empresa.com,Empresa2268,63805
persona2269@persona.com,Persona2269,74085
persona2270@persona.com,Persona2270,9785
persona2271@persona.com,Persona2271,95765
persona2272@persona.com,Persona2272,6581
persona2273@persona.com,Persona2273,78554
persona2274@persona.com,Persona2274,32569
empresa2275@empresa.com,Empresa2275,8453
persona2276@persona.com,Persona2276,29219
persona2277@persona.com,Persona2277,76952
